hangul,kanji,font0_slot_index,font0_page,font0_u0,font0_v0,font1_slot_index,font1_page,font1_u0,font1_v0,code_hex_font0,code_hex_font1
뵐,泡,2541,1,0.351734,0.615535,1431,13,0.161212,0,0x00E6B3A1,0x00E6B3A1
뵘,砲,2543,1,0.395701,0.615535,1432,13,0.241817,0,0x00E7A0B2,0x00E7A0B2
뵙,胞,2545,1,0.439668,0.615535,1433,13,0.322423,0,0x00E8839E,0x00E8839E
뵤,褒,2550,1,0.549585,0.615535,1434,13,0.403029,0,0x00E8A492,0x00E8A492
뵨,訪,2551,1,0.571568,0.615535,1435,13,0.483635,0,0x00E8A8AA,0x00E8A8AA
부,噂,124,0,0.637518,0.417684,56,3,0.56424,0.403029,0x00E59982,0x00E59982
북,資,1116,0,0.681485,0.901319,629,7,0.322423,0.403029,0x00E8B387,0x00E8B387
분,許,557,0,0.263801,0.637518,304,5,0.241817,0.161212,0x00E8A8B1,0x00E8A8B1
붇,飽,2555,1,0.659502,0.615535,1436,13,0.56424,0,0x00E9A3BD,0x00E9A3BD
불,額,342,0,0.483635,0.527601,180,4,0.886663,0.241817,0x00E9A18D,0x00E9A18D
붉,済,990,0,0.879336,0.835369,556,6,0.241817,0.886663,0x00E6B888,0x00E6B888
붊,亡,2559,1,0.747435,0.615535,1437,13,0.644846,0,0x00E4BAA1,0x00E4BAA1
붐,傍,2560,1,0.769419,0.615535,1438,13,0.725452,0,0x00E5828D,0x00E5828D
붑,妨,2563,1,0.835369,0.615535,1439,13,0.806058,0,0x00E5A6A8,0x00E5A6A8
붓,行,899,0,0.857352,0.791402,498,6,0.403029,0.483635,0x00E8A18C,0x00E8A18C
붕,春,1276,1,0.241817,0,728,8,0.56424,0.080606,0x00E698A5,0x00E698A5
붙,険,770,0,0,0.747435,431,6,0.806058,0,0x00E999BA,0x00E999BA
붚,忘,2565,1,0.879336,0.615535,1440,13,0.886663,0,0x00E5BF98,0x00E5BF98
붜,忙,2566,1,0.901319,0.615535,1441,13,0,0.080606,0x00E5BF99,0x00E5BF99
붤,暴,2568,1,0.945286,0.615535,1442,13,0.080606,0.080606,0x00E69AB4,0x00E69AB4
붰,望,2569,1,0.967269,0.615535,1443,13,0.161212,0.080606,0x00E69C9B,0x00E69C9B
붸,某,2570,1,0,0.637518,1444,13,0.241817,0.080606,0x00E69F90,0x00E69F90
뷔,棒,2571,1,0.021983,0.637518,1445,13,0.322423,0.080606,0x00E6A392,0x00E6A392
뷕,謀,2576,1,0.1319,0.637518,1446,13,0.403029,0.080606,0x00E8AC80,0x00E8AC80
뷘,貌,2577,1,0.153884,0.637518,1447,13,0.483635,0.080606,0x00E8B28C,0x00E8B28C
뷜,防,2580,1,0.219834,0.637518,1448,13,0.56424,0.080606,0x00E998B2,0x00E998B2
뷩,頬,2582,1,0.263801,0.637518,1449,13,0.644846,0.080606,0x00E9A0AC,0x00E9A0AC
뷰,北,2583,1,0.285784,0.637518,1450,13,0.725452,0.080606,0x00E58C97,0x00E58C97
뷴,僕,2584,1,0.307767,0.637518,1451,13,0.806058,0.080606,0x00E58395,0x00E58395
뷸,朴,2588,1,0.395701,0.637518,1452,13,0.886663,0.080606,0x00E69CB4,0x00E69CB4
븀,没,2594,1,0.527601,0.637518,1453,13,0,0.161212,0x00E6B2A1,0x00E6B2A1
븃,堀,2596,1,0.571568,0.637518,1454,13,0.080606,0.161212,0x00E5A080,0x00E5A080
븅,奔,2598,1,0.615535,0.637518,1455,13,0.161212,0.161212,0x00E5A594,0x00E5A594
브,巻,389,0,0.527601,0.549585,196,4,0.241817,0.403029,0x00E5B7BB,0x00E5B7BB
븍,本,2599,1,0.637518,0.637518,1456,13,0.241817,0.161212,0x00E69CAC,0x00E69CAC
븐,翻,2600,1,0.659502,0.637518,1457,13,0.322423,0.161212,0x00E7BFBB,0x00E7BFBB
블,犬,757,0,0.703469,0.725452,423,6,0.161212,0,0x00E78AAC,0x00E78AAC
븜,凡,2601,1,0.681485,0.637518,1458,13,0.403029,0.161212,0x00E587A1,0x00E587A1
븝,磨,2604,1,0.747435,0.637518,1459,13,0.483635,0.161212,0x00E7A3A8,0x00E7A3A8
븟,魔,2605,1,0.769419,0.637518,1460,13,0.56424,0.161212,0x00E9AD94,0x00E9AD94
비,苑,176,0,0.791402,0.439668,85,3,0,0.644846,0x00E88B91,0x00E88B91
빅,埋,2607,1,0.813385,0.637518,1461,13,0.644846,0.161212,0x00E59F8B,0x00E59F8B
빈,結,734,0,0.197851,0.725452,407,5,0.806058,0.806058,0x00E7B590,0x00E7B590
빌,序,1311,1,0.021983,0.021983,743,8,0.806058,0.161212,0x00E5BA8F,0x00E5BA8F
빎,妹,2608,1,0.835369,0.637518,1462,13,0.725452,0.161212,0x00E5A6B9,0x00E5A6B9
빔,昧,2609,1,0.857352,0.637518,1463,13,0.806058,0.161212,0x00E698A7,0x00E698A7
빕,毎,2611,1,0.901319,0.637518,1464,13,0.886663,0.161212,0x00E6AF8E,0x00E6AF8E
빗,幕,2614,1,0.967269,0.637518,1465,13,0,0.241817,0x00E5B995,0x00E5B995
빙,又,2623,1,0.175867,0.659502,1466,13,0.080606,0.241817,0x00E58F88,0x00E58F88
빚,末,2625,1,0.219834,0.659502,1467,13,0.161212,0.241817,0x00E69CAB,0x00E69CAB
빛,屈,659,0,0.527601,0.681485,363,5,0.161212,0.56424,0x00E5B188,0x00E5B188
빠,駆,643,0,0.175867,0.681485,353,5,0.322423,0.483635,0x00E9A786,0x00E9A786
빡,沫,2626,1,0.241817,0.659502,1468,13,0.241817,0.241817,0x00E6B2AB,0x00E6B2AB
빤,万,2631,1,0.351734,0.659502,1469,13,0.322423,0.241817,0x00E4B887,0x00E4B887
빨,織,1416,1,0.351734,0.06595,800,8,0.56424,0.56424,0x00E7B994,0x00E7B994
빪,慢,2632,1,0.373718,0.659502,1470,13,0.403029,0.241817,0x00E685A2,0x00E685A2
빰,満,2633,1,0.395701,0.659502,1471,13,0.483635,0.241817,0x00E6BA80,0x00E6BA80
빱,味,2636,1,0.461651,0.659502,1472,13,0.56424,0.241817,0x00E591B3,0x00E591B3
빳,未,2637,1,0.483635,0.659502,1473,13,0.644846,0.241817,0x00E69CAA,0x00E69CAA
빴,魅,2638,1,0.505618,0.659502,1474,13,0.725452,0.241817,0x00E9AD85,0x00E9AD85
빵,密,2642,1,0.593552,0.659502,1475,13,0.806058,0.241817,0x00E5AF86,0x00E5AF86
빻,妙,2648,1,0.725452,0.659502,1476,13,0.886663,0.241817,0x00E5A699,0x00E5A699
빼,蹴,1242,0,0.483635,0.967269,708,7,0.886663,0.886663,0x00E8B9B4,0x00E8B9B4
빽,民,2650,1,0.769419,0.659502,1477,13,0,0.322423,0x00E6B091,0x00E6B091
뺀,眠,2651,1,0.791402,0.659502,1478,13,0.080606,0.322423,0x00E79CA0,0x00E79CA0
뺄,務,2652,1,0.813385,0.659502,1479,13,0.161212,0.322423,0x00E58B99,0x00E58B99
뺌,夢,2653,1,0.835369,0.659502,1480,13,0.241817,0.322423,0x00E5A4A2,0x00E5A4A2
뺍,無,2654,1,0.857352,0.659502,1481,13,0.322423,0.322423,0x00E784A1,0x00E784A1
뺏,矛,2656,1,0.901319,0.659502,1482,13,0.403029,0.322423,0x00E79F9B,0x00E79F9B
뺐,霧,2657,1,0.923302,0.659502,1483,13,0.483635,0.322423,0x00E99CA7,0x00E99CA7
뺑,娘,2661,1,0.021983,0.681485,1484,13,0.56424,0.322423,0x00E5A898,0x00E5A898
뺘,名,2663,1,0.06595,0.681485,1485,13,0.644846,0.322423,0x00E5908D,0x00E5908D
뺙,命,2664,1,0.087934,0.681485,1486,13,0.725452,0.322423,0x00E591BD,0x00E591BD
뺨,明,2665,1,0.109917,0.681485,1487,13,0.806058,0.322423,0x00E6988E,0x00E6988E
뻐,迷,2667,1,0.153884,0.681485,1488,13,0.886663,0.322423,0x00E8BFB7,0x00E8BFB7
뻑,銘,2668,1,0.175867,0.681485,1489,13,0,0.403029,0x00E98A98,0x00E98A98
뻔,鳴,2669,1,0.197851,0.681485,1490,13,0.080606,0.403029,0x00E9B3B4,0x00E9B3B4
뻗,滅,2672,1,0.263801,0.681485,1491,13,0.161212,0.403029,0x00E6BB85,0x00E6BB85
뻘,免,2673,1,0.285784,0.681485,1492,13,0.241817,0.403029,0x00E5858D,0x00E5858D
뻠,綿,2675,1,0.329751,0.681485,1493,13,0.322423,0.403029,0x00E7B6BF,0x00E7B6BF
뻣,面,2677,1,0.373718,0.681485,1494,13,0.403029,0.403029,0x00E99DA2,0x00E99DA2
뻤,模,2680,1,0.439668,0.681485,1495,13,0.483635,0.403029,0x00E6A8A1,0x00E6A8A1
뻥,茂,2681,1,0.461651,0.681485,1496,13,0.56424,0.403029,0x00E88C82,0x00E88C82
뻬,猛,2685,1,0.549585,0.681485,1497,13,0.644846,0.403029,0x00E78C9B,0x00E78C9B
뼁,網,2687,1,0.593552,0.681485,1498,13,0.725452,0.403029,0x00E7B6B2,0x00E7B6B2
뼈,耗,2688,1,0.615535,0.681485,1499,13,0.806058,0.403029,0x00E88097,0x00E88097
뼉,儲,2690,1,0.659502,0.681485,1500,13,0.886663,0.403029,0x00E584B2,0x00E584B2
뼘,木,2691,1,0.681485,0.681485,1501,13,0,0.483635,0x00E69CA8,0x00E69CA8
뼙,黙,2692,1,0.703469,0.681485,1502,13,0.080606,0.483635,0x00E9BB99,0x00E9BB99
뼛,目,2693,1,0.725452,0.681485,1503,13,0.161212,0.483635,0x00E79BAE,0x00E79BAE
뼜,勿,2695,1,0.769419,0.681485,1504,13,0.241817,0.483635,0x00E58BBF,0x00E58BBF
뼝,戻,2698,1,0.835369,0.681485,1505,13,0.322423,0.483635,0x00E688BB,0x00E688BB
뽀,貰,2700,1,0.879336,0.681485,1506,13,0.403029,0.483635,0x00E8B2B0,0x00E8B2B0
뽁,問,2701,1,0.901319,0.681485,1507,13,0.483635,0.483635,0x00E5958F,0x00E5958F
뽄,悶,2702,1,0.923302,0.681485,1508,13,0.56424,0.483635,0x00E682B6,0x00E682B6
뽈,紋,2703,1,0.945286,0.681485,1509,13,0.644846,0.483635,0x00E7B48B,0x00E7B48B
뽐,門,2704,1,0.967269,0.681485,1510,13,0.725452,0.483635,0x00E99680,0x00E99680
뽑,也,2706,1,0.021983,0.703469,1511,13,0.806058,0.483635,0x00E4B99F,0x00E4B99F
뽕,夜,2708,1,0.06595,0.703469,1512,13,0.886663,0.483635,0x00E5A49C,0x00E5A49C
뾔,野,2711,1,0.1319,0.703469,1513,13,0,0.56424,0x00E9878E,0x00E9878E
뾰,弥,2712,1,0.153884,0.703469,1514,13,0.080606,0.56424,0x00E5BCA5,0x00E5BCA5
뿅,矢,2713,1,0.175867,0.703469,1515,13,0.161212,0.56424,0x00E79FA2,0x00E79FA2
뿌,厄,2714,1,0.197851,0.703469,1516,13,0.241817,0.56424,0x00E58E84,0x00E58E84
뿍,役,2715,1,0.219834,0.703469,1517,13,0.322423,0.56424,0x00E5BDB9,0x00E5BDB9
뿐,約,2716,1,0.241817,0.703469,1518,13,0.403029,0.56424,0x00E7B484,0x00E7B484
뿔,薬,2717,1,0.263801,0.703469,1519,13,0.483635,0.56424,0x00E896AC,0x00E896AC
뿜,訳,2718,1,0.285784,0.703469,1520,13,0.56424,0.56424,0x00E8A8B3,0x00E8A8B3
뿟,躍,2719,1,0.307767,0.703469,1521,13,0.644846,0.56424,0x00E8BA8D,0x00E8BA8D
뿡,油,2726,1,0.461651,0.703469,1522,13,0.725452,0.56424,0x00E6B2B9,0x00E6B2B9
쀼,癒,2727,1,0.483635,0.703469,1523,13,0.806058,0.56424,0x00E79992,0x00E79992
쁑,輸,2729,1,0.527601,0.703469,1524,13,0.886663,0.56424,0x00E8BCB8,0x00E8BCB8
쁘,所,1297,1,0.703469,0,737,8,0.322423,0.161212,0x00E68980,0x00E68980
쁜,唯,2730,1,0.549585,0.703469,1525,13,0,0.644846,0x00E594AF,0x00E594AF
쁠,優,2732,1,0.593552,0.703469,1526,13,0.080606,0.644846,0x00E584AA,0x00E584AA
쁨,勇,2733,1,0.615535,0.703469,1527,13,0.161212,0.644846,0x00E58B87,0x00E58B87
쁩,友,2734,1,0.637518,0.703469,1528,13,0.241817,0.644846,0x00E58F8B,0x00E58F8B
삐,悠,2737,1,0.703469,0.703469,1529,13,0.322423,0.644846,0x00E682A0,0x00E682A0
삑,憂,2738,1,0.725452,0.703469,1530,13,0.403029,0.644846,0x00E68682,0x00E68682
삔,有,2740,1,0.769419,0.703469,1531,13,0.483635,0.644846,0x00E69C89,0x00E69C89
삘,湧,2742,1,0.813385,0.703469,1532,13,0.56424,0.644846,0x00E6B9A7,0x00E6B9A7
삠,猶,2744,1,0.857352,0.703469,1533,13,0.644846,0.644846,0x00E78CB6,0x00E78CB6
삡,由,2746,1,0.901319,0.703469,1534,13,0.725452,0.644846,0x00E794B1,0x00E794B1
삣,裕,2748,1,0.945286,0.703469,1535,13,0.806058,0.644846,0x00E8A395,0x00E8A395
삥,誘,2749,1,0.967269,0.703469,1536,13,0.886663,0.644846,0x00E8AA98,0x00E8AA98
사,為,58,0,0.175867,0.395701,26,3,0.080606,0.241817,0x00E782BA,0x00E782BA
삭,遊,2750,1,0,0.725452,1537,13,0,0.725452,0x00E9818A,0x00E9818A
삯,雄,2753,1,0.06595,0.725452,1538,13,0.080606,0.725452,0x00E99B84,0x00E99B84
산,気,475,0,0.439668,0.593552,250,4,0.725452,0.725452,0x00E6B097,0x00E6B097
삳,融,2754,1,0.087934,0.725452,1539,13,0.161212,0.725452,0x00E89E8D,0x00E89E8D
살,輝,488,0,0.725452,0.593552,257,4,0.322423,0.806058,0x00E8BC9D,0x00E8BC9D
삵,夕,2755,1,0.109917,0.725452,1540,13,0.241817,0.725452,0x00E5A495,0x00E5A495
삶,予,2756,1,0.1319,0.725452,1541,13,0.322423,0.725452,0x00E4BA88,0x00E4BA88
삼,孤,794,0,0.527601,0.747435,448,6,0.241817,0.161212,0x00E5ADA4,0x00E5ADA4
삽,終,1233,0,0.285784,0.967269,702,7,0.403029,0.886663,0x00E7B582,0x00E7B582
삿,余,2757,1,0.153884,0.725452,1542,13,0.403029,0.725452,0x00E4BD99,0x00E4BD99
샀,与,2758,1,0.175867,0.725452,1543,13,0.483635,0.725452,0x00E4B88E,0x00E4B88E
상,姐,26,0,0.461651,0.373718,9,3,0.644846,0.080606,0x00E5A790,0x00E5A790
샅,誉,2759,1,0.197851,0.725452,1544,13,0.56424,0.725452,0x00E8AA89,0x00E8AA89
새,帰,473,0,0.395701,0.593552,249,4,0.644846,0.725452,0x00E5B8B0,0x00E5B8B0
색,乾,382,0,0.373718,0.549585,192,4,0.886663,0.322423,0x00E4B9BE,0x00E4B9BE
샌,輿,2760,1,0.219834,0.725452,1545,13,0.644846,0.725452,0x00E8BCBF,0x00E8BCBF
샐,預,2761,1,0.241817,0.725452,1546,13,0.725452,0.725452,0x00E9A090,0x00E9A090
샘,昨,1023,0,0.615535,0.857352,575,7,0.806058,0,0x00E698A8,0x00E698A8
샙,幼,2763,1,0.285784,0.725452,1547,13,0.806058,0.725452,0x00E5B9BC,0x00E5B9BC
샛,容,2765,1,0.329751,0.725452,1548,13,0.886663,0.725452,0x00E5AEB9,0x00E5AEB9
샜,揚,2767,1,0.373718,0.725452,1549,13,0,0.806058,0x00E68F9A,0x00E68F9A
생,絵,291,0,0.351734,0.505618,158,4,0.080606,0.161212,0x00E7B5B5,0x00E7B5B5
샤,家,229,0,0.967269,0.461651,116,3,0.56424,0.806058,0x00E5AEB6,0x00E5AEB6
샥,揺,2768,1,0.395701,0.725452,1550,13,0.080606,0.806058,0x00E68FBA,0x00E68FBA
샨,様,2772,1,0.483635,0.725452,1551,13,0.161212,0.806058,0x00E6A798,0x00E6A798
샬,溶,2774,1,0.527601,0.725452,1552,13,0.241817,0.806058,0x00E6BAB6,0x00E6BAB6
샴,用,2776,1,0.571568,0.725452,1553,13,0.322423,0.806058,0x00E794A8,0x00E794A8
샵,葉,2780,1,0.659502,0.725452,1554,13,0.403029,0.806058,0x00E89189,0x00E89189
샷,要,2782,1,0.703469,0.725452,1555,13,0.483635,0.806058,0x00E8A681,0x00E8A681
샹,踊,2784,1,0.747435,0.725452,1556,13,0.56424,0.806058,0x00E8B88A,0x00E8B88A
섀,陽,2786,1,0.791402,0.725452,1557,13,0.644846,0.806058,0x00E999BD,0x00E999BD
섄,抑,2789,1,0.857352,0.725452,1558,13,0.725452,0.806058,0x00E68A91,0x00E68A91
섈,欲,2790,1,0.879336,0.725452,1559,13,0.806058,0.806058,0x00E6ACB2,0x00E6ACB2
섐,浴,2792,1,0.923302,0.725452,1560,13,0.886663,0.806058,0x00E6B5B4,0x00E6B5B4
섕,淀,2795,1,0,0.747435,1561,13,0,0.886663,0x00E6B780,0x00E6B780
서,溢,79,0,0.637518,0.395701,39,3,0.161212,0.322423,0x00E6BAA2,0x00E6BAA2
석,祭,996,0,0.021983,0.857352,561,6,0.644846,0.886663,0x00E7A5AD,0x00E7A5AD
섞,酬,1246,0,0.571568,0.967269,709,8,0,0,0x00E985AC,0x00E985AC
섟,羅,2796,1,0.021983,0.747435,1562,13,0.080606,0.886663,0x00E7BE85,0x00E7BE85
선,快,276,0,0.021983,0.505618,146,4,0.080606,0.080606,0x00E5BFAB,0x00E5BFAB
섣,裸,2798,1,0.06595,0.747435,1563,13,0.161212,0.886663,0x00E8A3B8,0x00E8A3B8
설,雅,266,0,0.791402,0.483635,138,4,0.403029,0,0x00E99B85,0x00E99B85
섦,来,2799,1,0.087934,0.747435,1564,13,0.241817,0.886663,0x00E69DA5,0x00E69DA5
섧,頼,2801,1,0.1319,0.747435,1565,13,0.322423,0.886663,0x00E9A0BC,0x00E9A0BC
섬,潔,732,0,0.153884,0.725452,405,5,0.644846,0.806058,0x00E6BD94,0x00E6BD94
섭,樹,1218,0,0.945286,0.945286,691,7,0.483635,0.806058,0x00E6A8B9,0x00E6A8B9
섯,駒,645,0,0.219834,0.681485,354,5,0.403029,0.483635,0x00E9A792,0x00E9A792
섰,召,1321,1,0.241817,0.021983,749,8,0.322423,0.241817,0x00E58FAC,0x00E58FAC
성,椅,57,0,0.153884,0.395701,25,3,0,0.241817,0x00E6A485,0x00E6A485
섶,雷,2802,1,0.153884,0.747435,1566,13,0.403029,0.886663,0x00E99BB7,0x00E99BB7
세,禍,239,0,0.197851,0.483635,123,3,0.161212,0.886663,0x00E7A68D,0x00E7A68D
섹,絡,2804,1,0.197851,0.747435,1567,13,0.483635,0.886663,0x00E7B5A1,0x00E7B5A1
센,径,693,0,0.285784,0.703469,380,5,0.56424,0.644846,0x00E5BE84,0x00E5BE84
셀,趣,1210,0,0.769419,0.945286,685,7,0,0.806058,0x00E8B6A3,0x00E8B6A3
셈,落,2805,1,0.219834,0.747435,1568,13,0.56424,0.886663,0x00E890BD,0x00E890BD
셉,乱,2807,1,0.263801,0.747435,1569,13,0.644846,0.886663,0x00E4B9B1,0x00E4B9B1
셋,護,831,0,0.351734,0.769419,468,6,0.886663,0.241817,0x00E8ADB7,0x00E8ADB7
셌,嵐,2809,1,0.307767,0.747435,1570,13,0.725452,0.886663,0x00E5B590,0x00E5B590
셍,藍,2812,1,0.373718,0.747435,1571,13,0.806058,0.886663,0x00E8978D,0x00E8978D
셔,賞,1379,1,0.527601,0.043967,780,8,0.886663,0.403029,0x00E8B39E,0x00E8B39E
셕,覧,2814,1,0.417684,0.747435,1572,13,0.886663,0.886663,0x00E8A6A7,0x00E8A6A7
션,眼,444,0,0.747435,0.571568,229,4,0,0.644846,0x00E79CBC,0x00E79CBC
셜,議,507,0,0.153884,0.615535,269,4,0.322423,0.886663,0x00E8ADB0,0x00E8ADB0
셤,利,2815,1,0.439668,0.747435,1573,14,0,0,0x00E588A9,0x00E588A9
셥,吏,2816,1,0.461651,0.747435,1574,14,0.080606,0,0x00E5908F,0x00E5908F
셧,履,2817,1,0.483635,0.747435,1575,14,0.161212,0,0x00E5B1A5,0x00E5B1A5
셨,姿,1084,0,0.967269,0.879336,608,7,0.56424,0.241817,0x00E5A7BF,0x00E5A7BF
셩,李,2818,1,0.505618,0.747435,1576,14,0.241817,0,0x00E69D8E,0x00E69D8E
셰,周,1223,0,0.06595,0.967269,694,7,0.725452,0.806058,0x00E591A8,0x00E591A8
셴,梨,2819,1,0.527601,0.747435,1577,14,0.322423,0,0x00E6A2A8,0x00E6A2A8
셸,理,2820,1,0.549585,0.747435,1578,14,0.403029,0,0x00E79086,0x00E79086
솅,裏,2823,1,0.615535,0.747435,1579,14,0.483635,0,0x00E8A38F,0x00E8A38F
소,怨,164,0,0.527601,0.439668,78,3,0.403029,0.56424,0x00E680A8,0x00E680A8
속,介,269,0,0.857352,0.483635,140,4,0.56424,0,0x00E4BB8B,0x00E4BB8B
솎,里,2825,1,0.659502,0.747435,1580,14,0.56424,0,0x00E9878C,0x00E9878C
손,橋,587,0,0.923302,0.637518,321,5,0.644846,0.241817,0x00E6A98B,0x00E6A98B
솔,症,1358,1,0.06595,0.043967,769,8,0,0.403029,0x00E79787,0x00E79787
솖,離,2826,1,0.681485,0.747435,1581,14,0.644846,0,0x00E99BA2,0x00E99BA2
솜,率,2829,1,0.747435,0.747435,1582,14,0.725452,0,0x00E78E87,0x00E78E87
솝,立,2830,1,0.769419,0.747435,1583,14,0.806058,0,0x00E7AB8B,0x00E7AB8B
솟,催,978,0,0.615535,0.835369,547,6,0.483635,0.806058,0x00E582AC,0x00E582AC
송,弦,778,0,0.175867,0.747435,437,6,0.322423,0.080606,0x00E5BCA6,0x00E5BCA6
솥,掠,2832,1,0.813385,0.747435,1584,14,0.886663,0,0x00E68EA0,0x00E68EA0
솨,略,2833,1,0.835369,0.747435,1585,14,0,0.080606,0x00E795A5,0x00E795A5
솩,流,2835,1,0.879336,0.747435,1586,14,0.080606,0.080606,0x00E6B581,0x00E6B581
솬,溜,2836,1,0.901319,0.747435,1587,14,0.161212,0.080606,0x00E6BA9C,0x00E6BA9C
솰,留,2838,1,0.945286,0.747435,1588,14,0.241817,0.080606,0x00E79599,0x00E79599
솽,粒,2840,1,0,0.769419,1589,14,0.322423,0.080606,0x00E7B292,0x00E7B292
쇄,掘,660,0,0.549585,0.681485,364,5,0.241817,0.56424,0x00E68E98,0x00E68E98
쇈,隆,2841,1,0.021983,0.769419,1590,14,0.403029,0.080606,0x00E99A86,0x00E99A86
쇌,竜,2842,1,0.043967,0.769419,1591,14,0.483635,0.080606,0x00E7AB9C,0x00E7AB9C
쇔,龍,2843,1,0.06595,0.769419,1592,14,0.56424,0.080606,0x00E9BE8D,0x00E9BE8D
쇗,慮,2845,1,0.109917,0.769419,1593,14,0.644846,0.080606,0x00E685AE,0x00E685AE
쇘,旅,2846,1,0.1319,0.769419,1594,14,0.725452,0.080606,0x00E69785,0x00E69785
쇠,視,1110,0,0.549585,0.901319,626,7,0.080606,0.403029,0x00E8A696,0x00E8A696
쇤,虜,2847,1,0.153884,0.769419,1595,14,0.806058,0.080606,0x00E8999C,0x00E8999C
쇨,了,2848,1,0.175867,0.769419,1596,14,0.886663,0.080606,0x00E4BA86,0x00E4BA86
쇰,両,2851,1,0.241817,0.769419,1597,14,0,0.161212,0x00E4B8A1,0x00E4B8A1
쇱,凌,2852,1,0.263801,0.769419,1598,14,0.080606,0.161212,0x00E5878C,0x00E5878C
쇳,料,2854,1,0.307767,0.769419,1599,14,0.161212,0.161212,0x00E69699,0x00E69699
쇼,御,823,0,0.175867,0.769419,464,6,0.56424,0.241817,0x00E5BEA1,0x00E5BEA1
쇽,涼,2856,1,0.351734,0.769419,1600,14,0.241817,0.161212,0x00E6B6BC,0x00E6B6BC
숀,療,2858,1,0.395701,0.769419,1601,14,0.322423,0.161212,0x00E79982,0x00E79982
숄,糧,2861,1,0.461651,0.769419,1602,14,0.403029,0.161212,0x00E7B3A7,0x00E7B3A7
숌,良,2862,1,0.483635,0.769419,1603,14,0.483635,0.161212,0x00E889AF,0x00E889AF
숍,量,2865,1,0.549585,0.769419,1604,14,0.56424,0.161212,0x00E9878F,0x00E9878F
숏,陵,2866,1,0.571568,0.769419,1605,14,0.644846,0.161212,0x00E999B5,0x00E999B5
숑,領,2867,1,0.593552,0.769419,1606,14,0.725452,0.161212,0x00E9A098,0x00E9A098
수,衣,66,0,0.351734,0.395701,31,3,0.483635,0.241817,0x00E8A1A3,0x00E8A1A3
숙,継,708,0,0.615535,0.703469,389,5,0.322423,0.725452,0x00E7B699,0x00E7B699
순,原,775,0,0.109917,0.747435,434,6,0.080606,0.080606,0x00E58E9F,0x00E58E9F
숟,力,2868,1,0.615535,0.769419,1607,14,0.806058,0.161212,0x00E58A9B,0x00E58A9B
술,界,289,0,0.307767,0.505618,156,4,0.886663,0.080606,0x00E7958C,0x00E7958C
숨,侠,567,0,0.483635,0.637518,309,5,0.644846,0.161212,0x00E4BEA0,0x00E4BEA0
숩,緑,2869,1,0.637518,0.769419,1608,14,0.886663,0.161212,0x00E7B791,0x00E7B791
숫,林,2872,1,0.703469,0.769419,1609,14,0,0.241817,0x00E69E97,0x00E69E97
숭,臨,2876,1,0.791402,0.769419,1610,14,0.080606,0.241817,0x00E887A8,0x00E887A8
숯,輪,2877,1,0.813385,0.769419,1611,14,0.161212,0.241817,0x00E8BCAA,0x00E8BCAA
숱,隣,2878,1,0.835369,0.769419,1612,14,0.241817,0.241817,0x00E99AA3,0x00E99AA3
숲,互,816,0,0.021983,0.769419,458,6,0.080606,0.241817,0x00E4BA92,0x00E4BA92
숴,集,1247,0,0.593552,0.967269,710,8,0.080606,0,0x00E99B86,0x00E99B86
쉈,涙,2883,1,0.945286,0.769419,1613,14,0.322423,0.241817,0x00E6B699,0x00E6B699
쉐,累,2884,1,0.967269,0.769419,1614,14,0.403029,0.241817,0x00E7B4AF,0x00E7B4AF
쉑,類,2885,1,0,0.791402,1615,14,0.483635,0.241817,0x00E9A19E,0x00E9A19E
쉔,令,2886,1,0.021983,0.791402,1616,14,0.56424,0.241817,0x00E4BBA4,0x00E4BBA4
쉘,例,2888,1,0.06595,0.791402,1617,14,0.644846,0.241817,0x00E4BE8B,0x00E4BE8B
쉠,冷,2889,1,0.087934,0.791402,1618,14,0.725452,0.241817,0x00E586B7,0x00E586B7
쉥,励,2890,1,0.109917,0.791402,1619,14,0.806058,0.241817,0x00E58AB1,0x00E58AB1
쉬,近,630,0,0.879336,0.659502,346,5,0.725452,0.403029,0x00E8BF91,0x00E8BF91
쉭,礼,2894,1,0.197851,0.791402,1620,14,0.886663,0.241817,0x00E7A4BC,0x00E7A4BC
쉰,零,2898,1,0.285784,0.791402,1621,14,0,0.322423,0x00E99BB6,0x00E99BB6
쉴,霊,2899,1,0.307767,0.791402,1622,14,0.080606,0.322423,0x00E99C8A,0x00E99C8A
쉼,麗,2900,1,0.329751,0.791402,1623,14,0.161212,0.322423,0x00E9BA97,0x00E9BA97
쉽,暦,2902,1,0.373718,0.791402,1624,14,0.241817,0.322423,0x00E69AA6,0x00E69AA6
쉿,列,2904,1,0.417684,0.791402,1625,14,0.322423,0.322423,0x00E58897,0x00E58897
슁,劣,2905,1,0.439668,0.791402,1626,14,0.403029,0.322423,0x00E58AA3,0x00E58AA3
슈,巨,551,0,0.1319,0.637518,300,5,0.886663,0.080606,0x00E5B7A8,0x00E5B7A8
슉,烈,2906,1,0.461651,0.791402,1627,14,0.483635,0.322423,0x00E78388,0x00E78388
슐,裂,2907,1,0.483635,0.791402,1628,14,0.56424,0.322423,0x00E8A382,0x00E8A382
슘,廉,2908,1,0.505618,0.791402,1629,14,0.644846,0.322423,0x00E5BB89,0x00E5BB89
슛,恋,2909,1,0.527601,0.791402,1630,14,0.725452,0.322423,0x00E6818B,0x00E6818B
