hangul,kanji,font0_slot_index,font0_page,font0_u0,font0_v0,font1_slot_index,font1_page,font1_u0,font1_v0,code_hex_font0,code_hex_font1
행,解,271,0,0.901319,0.483635,142,4,0.725452,0,0x00E8A7A3,0x00E8A7A3
햐,璽,1134,0,0.087934,0.923302,,,,,0x00E792BD,
향,監,415,0,0.109917,0.571568,213,4,0.644846,0.483635,0x00E79BA3,0x00E79BA3
허,降,910,0,0.109917,0.813385,504,6,0.886663,0.483635,0x00E9998D,0x00E9998D
헉,痔,1135,0,0.109917,0.923302,,,,,0x00E79794,
헌,磁,1136,0,0.1319,0.923302,,,,,0x00E7A381,
헐,而,1138,0,0.175867,0.923302,,,,,0x00E8808C,
헒,蒔,1141,0,0.241817,0.923302,,,,,0x00E89294,
험,境,578,0,0.725452,0.637518,314,5,0.080606,0.241817,0x00E5A283,0x00E5A283
헙,汐,1143,0,0.285784,0.923302,,,,,0x00E6B190,
헛,鴫,1147,0,0.373718,0.923302,,,,,0x00E9B4AB,
헝,竺,1148,0,0.395701,0.923302,,,,,0x00E7ABBA,
헤,詐,971,0,0.461651,0.835369,543,6,0.161212,0.806058,0x00E8A990,0x00E8A990
헥,軸,1149,0,0.417684,0.923302,,,,,0x00E8BBB8,
헨,宍,1150,0,0.439668,0.923302,,,,,0x00E5AE8D,
헬,雫,1151,0,0.461651,0.923302,,,,,0x00E99BAB,
헴,嫉,1156,0,0.571568,0.923302,,,,,0x00E5AB89,
헵,湿,1159,0,0.637518,0.923302,,,,,0x00E6B9BF,
헷,漆,1160,0,0.659502,0.923302,,,,,0x00E6BC86,
헹,蔀,1164,0,0.747435,0.923302,,,,,0x00E89480,
혀,盾,1289,1,0.527601,0,731,8,0.806058,0.080606,0x00E79BBE,0x00E79BBE
혁,篠,1165,0,0.769419,0.923302,,,,,0x00E7AFA0,
현,街,308,0,0.725452,0.505618,166,4,0.725452,0.161212,0x00E8A197,0x00E8A197
혈,蛇,1185,0,0.219834,0.945286,667,7,0.483635,0.644846,0x00E89B87,0x00E89B87
혐,偲,1166,0,0.791402,0.923302,,,,,0x00E581B2,
협,筋,623,0,0.725452,0.659502,343,5,0.483635,0.403029,0x00E7AD8B,0x00E7AD8B
혓,柴,1167,0,0.813385,0.923302,,,,,0x00E69FB4,
혔,芝,1168,0,0.835369,0.923302,,,,,0x00E88A9D,
형,央,186,0,0.021983,0.461651,90,3,0.403029,0.644846,0x00E5A4AE,0x00E5A4AE
혜,屡,1169,0,0.857352,0.923302,,,,,0x00E5B1A1,
혠,蕊,1170,0,0.879336,0.923302,,,,,0x00E8958A,
혤,縞,1171,0,0.901319,0.923302,,,,,0x00E7B89E,
혭,斜,1177,0,0.043967,0.945286,,,,,0x00E6969C,
호,完,393,0,0.615535,0.549585,198,4,0.403029,0.403029,0x00E5AE8C,0x00E5AE8C
혹,熟,1270,1,0.109917,0,723,8,0.161212,0.080606,0x00E7869F,0x00E7869F
혼,級,544,0,0.967269,0.615535,294,5,0.403029,0.080606,0x00E7B49A,0x00E7B49A
홀,耳,1139,0,0.197851,0.923302,643,7,0.483635,0.483635,0x00E880B3,0x00E880B3
홅,煮,1178,0,0.06595,0.945286,,,,,0x00E785AE,
홈,社,1179,0,0.087934,0.945286,,,,,0x00E7A4BE,
홉,宵,1329,1,0.417684,0.021983,753,8,0.644846,0.241817,0x00E5AEB5,0x00E5AEB5
홋,紗,1180,0,0.109917,0.945286,,,,,0x00E7B497,
홍,穴,733,0,0.175867,0.725452,406,5,0.725452,0.806058,0x00E7A9B4,0x00E7A9B4
홑,勺,1188,0,0.285784,0.945286,,,,,0x00E58BBA,
화,温,214,0,0.637518,0.461651,105,3,0.644846,0.725452,0x00E6B8A9,0x00E6B8A9
확,願,451,0,0.901319,0.571568,232,4,0.241817,0.644846,0x00E9A198,0x00E9A198
환,干,396,0,0.681485,0.549585,200,4,0.56424,0.403029,0x00E5B9B2,0x00E5B9B2
활,吉,511,0,0.241817,0.615535,271,4,0.483635,0.886663,0x00E59089,0x00E59089
홧,尺,1189,0,0.307767,0.945286,,,,,0x00E5B0BA,
황,既,468,0,0.285784,0.593552,246,4,0.403029,0.725452,0x00E697A2,0x00E697A2
홰,杓,1190,0,0.329751,0.945286,,,,,0x00E69D93,
홱,爵,1192,0,0.373718,0.945286,,,,,0x00E788B5,
홴,錫,1195,0,0.439668,0.945286,,,,,0x00E98CAB,
횃,狩,1206,0,0.681485,0.945286,,,,,0x00E78BA9,
횅,珠,1207,0,0.703469,0.945286,,,,,0x00E78FA0,
회,演,168,0,0.615535,0.439668,81,3,0.644846,0.56424,0x00E6BC94,0x00E6BC94
획,華,247,0,0.373718,0.483635,129,3,0.644846,0.886663,0x00E88FAF,0x00E88FAF
횐,儒,1213,0,0.835369,0.945286,,,,,0x00E58492,
횔,寿,1216,0,0.901319,0.945286,,,,,0x00E5AFBF,
횝,綬,1219,0,0.967269,0.945286,,,,,0x00E7B6AC,
횟,限,787,0,0.373718,0.747435,443,6,0.806058,0.080606,0x00E99990,0x00E99990
횡,需,1220,0,0,0.967269,,,,,0x00E99C80,
효,芽,263,0,0.725452,0.483635,137,4,0.322423,0,0x00E88ABD,0x00E88ABD
횬,州,1226,0,0.1319,0.967269,,,,,0x00E5B79E,
횰,洲,1230,0,0.219834,0.967269,,,,,0x00E6B4B2,
횹,繍,1234,0,0.307767,0.967269,,,,,0x00E7B98D,
횻,蒐,1238,0,0.395701,0.967269,,,,,0x00E89290,
후,環,413,0,0.06595,0.571568,211,4,0.483635,0.483635,0x00E792B0,0x00E792B0
훅,讐,1241,0,0.461651,0.967269,,,,,0x00E8AE90,
훈,契,691,0,0.241817,0.703469,378,5,0.403029,0.644846,0x00E5A591,0x00E5A591
훌,取,1201,0,0.571568,0.945286,678,7,0.403029,0.725452,0x00E58F96,0x00E58F96
훑,輯,1243,0,0.505618,0.967269,,,,,0x00E8BCAF,
훔,持,1128,0,0.945286,0.901319,638,7,0.080606,0.483635,0x00E68C81,0x00E68C81
훗,週,1244,0,0.527601,0.967269,,,,,0x00E980B1,
훙,酋,1245,0,0.549585,0.967269,,,,,0x00E9858B,
훠,什,1249,0,0.637518,0.967269,,,,,0x00E4BB80,
훤,充,1251,0,0.681485,0.967269,,,,,0x00E58585,
훨,従,1253,0,0.725452,0.967269,714,8,0.403029,0,0x00E5BE93,0x00E5BE93
훰,戎,1254,0,0.747435,0.967269,,,,,0x00E6888E,
훵,汁,1256,0,0.791402,0.967269,,,,,0x00E6B181,
훼,銃,1261,0,0.901319,0.967269,,,,,0x00E98A83,
훽,叔,1262,0,0.923302,0.967269,,,,,0x00E58F94,
휀,夙,1263,0,0.945286,0.967269,,,,,0x00E5A499,
휄,淑,1265,1,0,0,,,,,0x00E6B791,
휑,粛,1268,1,0.06595,0,,,,,0x00E7B29B,
휘,教,586,0,0.901319,0.637518,320,5,0.56424,0.241817,0x00E69599,0x00E69599
휙,塾,1269,1,0.087934,0,,,,,0x00E5A1BE,
휜,峻,1275,1,0.219834,0,,,,,0x00E5B3BB,
휠,竣,1278,1,0.285784,0,,,,,0x00E7ABA3,
휨,舜,1279,1,0.307767,0,,,,,0x00E8889C,
휩,駿,1280,1,0.329751,0,,,,,0x00E9A7BF,
휫,准,1281,1,0.351734,0,,,,,0x00E58786,
휭,循,1282,1,0.373718,0,,,,,0x00E5BEAA,
휴,旬,1283,1,0.395701,0,,,,,0x00E697AC,
휵,楯,1284,1,0.417684,0,,,,,0x00E6A5AF,
휸,殉,1285,1,0.439668,0,,,,,0x00E6AE89,
휼,淳,1286,1,0.461651,0,,,,,0x00E6B7B3,
흄,潤,1288,1,0.505618,0,,,,,0x00E6BDA4,
흇,遵,1292,1,0.593552,0,,,,,0x00E981B5,
흉,伍,817,0,0.043967,0.769419,459,6,0.161212,0.241817,0x00E4BC8D,0x00E4BC8D
흐,指,1091,0,0.1319,0.901319,615,7,0.161212,0.322423,0x00E68C87,0x00E68C87
흑,酷,930,0,0.549585,0.813385,518,6,0.080606,0.644846,0x00E985B7,0x00E985B7
흔,昇,1343,1,0.725452,0.021983,762,8,0.403029,0.322423,0x00E69887,0x00E69887
흖,醇,1293,1,0.615535,0,,,,,0x00E98687,
흗,暑,1298,1,0.725452,0,,,,,0x00E69A91,
흘,触,1419,1,0.417684,0.06595,803,8,0.806058,0.56424,0x00E8A7A6,0x00E8A7A6
흙,慈,1127,0,0.923302,0.901319,637,7,0,0.483635,0x00E68588,0x00E68588
흠,曙,1299,1,0.747435,0,,,,,0x00E69B99,
흡,渚,1300,1,0.769419,0,,,,,0x00E6B89A,
흣,庶,1301,1,0.791402,0,,,,,0x00E5BAB6,
흥,宿,1264,0,0.967269,0.967269,720,8,0.886663,0,0x00E5AEBF,0x00E5AEBF
흩,奨,1326,1,0.351734,0.021983,752,8,0.56424,0.241817,0x00E5A5A8,0x00E5A5A8
희,景,701,0,0.461651,0.703469,385,5,0,0.725452,0x00E699AF,0x00E699AF
흰,署,1303,1,0.835369,0,,,,,0x00E7BDB2,
흴,薯,1305,1,0.879336,0,,,,,0x00E896AF,
흼,藷,1306,1,0.901319,0,,,,,0x00E897B7,
흽,叙,1309,1,0.967269,0,,,,,0x00E58F99,
힁,恕,1313,1,0.06595,0.021983,,,,,0x00E68195,
히,蓋,307,0,0.703469,0.505618,165,4,0.644846,0.161212,0x00E8938B,0x00E8938B
힉,鋤,1314,1,0.087934,0.021983,,,,,0x00E98BA4,
힌,差,966,0,0.351734,0.835369,539,6,0.806058,0.725452,0x00E5B7AE,0x00E5B7AE
힐,匠,1319,1,0.197851,0.021983,,,,,0x00E58CA0,
힘,狭,590,0,0,0.659502,324,5,0.886663,0.241817,0x00E78BAD,0x00E78BAD
힙,升,1320,1,0.219834,0.021983,,,,,0x00E58D87,
힛,朱,1204,0,0.637518,0.945286,681,7,0.644846,0.725452,0x00E69CB1,0x00E69CB1
힝,哨,1322,1,0.263801,0.021983,,,,,0x00E593A8,
슌,香,,,,,,,,,0x00E9A699,0x00E9A699
·,・,,,,,,,,,,
‧,・,,,,,,,,,,
∙,・,,,,,,,,,,
